gid	n_B73	n_Mo17	n_ambiguous
Zm00001d010969	44	35	0
Zm00001d010970	147	449	5
Zm00001d010971	26	95	3
Zm00001d010972	0	3	0
Zm00001d010974	268	155	3
Zm00001d010975	18	28	0
Zm00001d010976	19	11	0
Zm00001d010982	789	794	21
Zm00001d010985	3	0	0
Zm00001d010987	392	653	10
Zm00001d010988	324	562	16
Zm00001d010995	443	314	1
Zm00001d010997	123	136	2
Zm00001d011001	64	152	1
Zm00001d011002	58	130	0
Zm00001d011003	371	0	0
Zm00001d011004	36	33	0
Zm00001d011005	2	2	0
Zm00001d011006	135	41	1
Zm00001d011013	44	64	0
Zm00001d011034	632	724	7
Zm00001d011035	48	60	0
Zm00001d011036	17	15	1
Zm00001d011037	117	61	3
Zm00001d011038	3	3	0
Zm00001d011041	8	3	0
Zm00001d011049	255	255	1
Zm00001d011050	33	30	3
Zm00001d011051	479	187	1
Zm00001d011055	207	165	3
Zm00001d011060	13	7	0
Zm00001d011061	27	7	0
Zm00001d011063	919	1009	12
Zm00001d011073	3017	1577	48
Zm00001d011075	270	0	3
Zm00001d011081	1	1	0
Zm00001d011087	1	4	0
Zm00001d011089	98	88	1
Zm00001d011091	73	80	1
Zm00001d011092	777	840	5
Zm00001d011093	2777	1919	61
Zm00001d011096	157	129	4
Zm00001d011097	1	0	0
Zm00001d011102	50	53	2
Zm00001d011103	128	167	2
Zm00001d011104	502	699	8
Zm00001d011108	150	122	1
Zm00001d011111	26	20	0
Zm00001d011113	216	292	2
Zm00001d011117	26	4	1
Zm00001d011118	1	1	0
Zm00001d011119	557	463	10
Zm00001d011121	73	47	0
Zm00001d011122	79	87	1
Zm00001d011123	40	53	0
Zm00001d011124	7	3	1
Zm00001d011125	52	59	2
Zm00001d011126	7	0	0
Zm00001d011130	312	304	9
Zm00001d011132	67	165	4
Zm00001d011133	96	88	0
Zm00001d011134	1	2	1
Zm00001d011135	20	28	0
Zm00001d011136	65	101	0
Zm00001d011138	15	35	1
Zm00001d011139	95	79	0
Zm00001d011140	185	160	0
Zm00001d011144	190	216	6
Zm00001d011145	12	17	1
Zm00001d011150	2	1	0
Zm00001d011152	515	7	0
Zm00001d011154	536	475	2
Zm00001d011155	119	119	1
Zm00001d011157	0	1	0
Zm00001d011158	30	18	0
Zm00001d011159	214	250	2
Zm00001d011160	44	36	2
Zm00001d011162	1000	814	7
Zm00001d011164	5	2	0
Zm00001d011165	5	0	0
Zm00001d011166	365	165	5
Zm00001d011167	91	58	0
Zm00001d011168	69	66	2
Zm00001d011174	522	576	16
Zm00001d011177	28	34	0
Zm00001d011178	20	104	0
Zm00001d011179	47	42	1
Zm00001d011180	98	43	0
Zm00001d011183	71	63	0
Zm00001d011189	285	327	5
Zm00001d011190	0	1	0
Zm00001d011192	77	389	6
Zm00001d011193	59	37	0
Zm00001d011195	163	161	3
Zm00001d011197	539	284	10
Zm00001d011198	2	38	1
Zm00001d011199	12	6	0
Zm00001d011202	6	21	0
Zm00001d011204	20	28	0
Zm00001d011207	0	113	0
Zm00001d011208	3	0	0
Zm00001d011210	961	727	15
Zm00001d011211	2	3	0
Zm00001d011213	50	42	1
Zm00001d011217	24	31	0
Zm00001d011218	1	0	0
Zm00001d011220	183	114	0
Zm00001d011222	177	218	6
Zm00001d011223	31	36	0
Zm00001d011224	8	2	0
Zm00001d011225	28	38	0
Zm00001d011226	163	212	8
Zm00001d011227	3	0	0
Zm00001d011228	16	9	0
Zm00001d011229	10	0	0
Zm00001d011231	1	0	0
Zm00001d011233	574	487	16
Zm00001d011236	16	17	0
Zm00001d011239	33	31	0
Zm00001d011241	2	2	0
Zm00001d011242	20	14	0
Zm00001d011243	169	71	7
Zm00001d011245	37	60	0
Zm00001d011246	0	3	0
Zm00001d011252	142	68	0
Zm00001d011253	469	0	1
Zm00001d011255	28	37	1
Zm00001d011256	599	548	5
Zm00001d011257	5	5	0
Zm00001d011258	63	85	1
Zm00001d011260	3	7	0
Zm00001d011274	6	11	0
Zm00001d011275	185	196	4
Zm00001d011276	11	7	0
Zm00001d011282	269	252	2
Zm00001d011283	127	118	3
Zm00001d011286	10	13	0
Zm00001d011288	36	30	0
Zm00001d011294	2	95	5
Zm00001d011297	286	175	2
Zm00001d011298	218	168	3
Zm00001d011301	3	18	0
Zm00001d011302	14	10	0
Zm00001d011308	30	34	1
Zm00001d011309	68	35	0
Zm00001d011311	3	6	0
Zm00001d011312	3	2	0
Zm00001d011314	75	59	0
Zm00001d011315	2	9	0
Zm00001d011366	1	1	0
Zm00001d011386	1	0	0
Zm00001d011595	1	0	0
Zm00001d011649	11	13	0
Zm00001d011955	0	2	0
Zm00001d011956	45	53	2
Zm00001d011958	75	42	1
Zm00001d011959	9	7	0
Zm00001d011963	29	18	0
Zm00001d011964	14	6	0
Zm00001d011965	880	653	11
Zm00001d011966	104	66	1
Zm00001d011967	0	2	0
Zm00001d011969	335	238	1
Zm00001d011970	4	1	0
Zm00001d011971	71	420	9
Zm00001d011972	10	12	1
Zm00001d011975	13	7	0
Zm00001d011979	20	24	0
Zm00001d011981	230	205	4
Zm00001d011983	184	221	3
Zm00001d011984	18	13	0
Zm00001d011985	29	50	1
Zm00001d011990	83	0	0
Zm00001d011991	30	0	1
Zm00001d011992	100	72	2
Zm00001d011993	500	1083	4
Zm00001d011994	148	95	2
Zm00001d011997	2	2	0
Zm00001d011999	9	0	0
Zm00001d012003	89	75	3
Zm00001d012005	131	106	7
Zm00001d012007	15	30	1
Zm00001d012010	1	0	0
Zm00001d012015	15	6	0
Zm00001d012016	3	4	0
Zm00001d012017	114	159	3
Zm00001d012019	1	3	0
Zm00001d012027	191	200	3
Zm00001d012029	140	190	1
Zm00001d012030	89	63	0
Zm00001d012031	69	55	2
Zm00001d012032	77	0	0
Zm00001d012033	304	336	1
Zm00001d012034	70	42	2
Zm00001d012035	14	2	0
Zm00001d012036	2692	2943	35
Zm00001d012044	725	958	12
Zm00001d012045	198	21	4
Zm00001d012047	653	3	0
Zm00001d012048	1	0	0
Zm00001d012049	1431	1377	24
Zm00001d012050	37	11	2
Zm00001d012052	33	32	0
Zm00001d012060	184	217	5
Zm00001d012061	122	173	3
Zm00001d012064	1	100	2
Zm00001d012067	3	3	0
Zm00001d012069	1	1	0
Zm00001d012074	85	108	2
Zm00001d012079	12	0	0
Zm00001d012083	2090	1253	51
Zm00001d012084	47	50	0
Zm00001d012085	57	50	0
Zm00001d012086	100	96	0
Zm00001d012087	54	47	2
Zm00001d012088	22854	27514	441
Zm00001d012090	163	335	5
Zm00001d012091	57	16	1
Zm00001d012097	2	3	0
Zm00001d012098	145	1	0
Zm00001d012100	65	0	0
Zm00001d012101	79	41	1
Zm00001d012102	7	2	0
Zm00001d012103	73	206	5
Zm00001d012108	168	163	2
Zm00001d012109	1	0	0
Zm00001d012110	2	8	0
Zm00001d012118	95	52	1
Zm00001d012119	1	3	0
Zm00001d012121	334	270	6
Zm00001d012126	673	197	8
Zm00001d012127	313	343	6
Zm00001d012128	1	5	0
Zm00001d012131	0	1	0
Zm00001d012141	99	313	5
Zm00001d012142	28	62	0
Zm00001d012144	16	59	1
Zm00001d012146	60	200	6
Zm00001d012147	9	13	0
Zm00001d012152	1	0	0
Zm00001d012153	42	34	1
Zm00001d012154	0	5	0
Zm00001d012155	98	82	3
Zm00001d012156	1028	666	16
Zm00001d012158	3	6	0
Zm00001d012159	106	67	0
Zm00001d012160	143	90	1
Zm00001d012161	41	51	0
Zm00001d012162	2	0	0
Zm00001d012167	4	5	0
Zm00001d012169	23	24	2
Zm00001d012170	434	153	1
Zm00001d012171	22	6	0
Zm00001d012175	21	3	0
Zm00001d012176	9	1	0
Zm00001d012177	256	14	1
Zm00001d012178	76	101	1
Zm00001d012180	1	1	0
Zm00001d012195	165	187	3
Zm00001d012196	104	25	0
Zm00001d012197	91	204	10
Zm00001d012198	119	206	5
Zm00001d012199	10	17	0
Zm00001d012203	167	64	1
Zm00001d012204	19	19	0
Zm00001d012205	773	1278	21
Zm00001d012206	387	169	2
Zm00001d012211	18	5	0
Zm00001d012212	30	44	1
Zm00001d012213	193	107	1
Zm00001d012216	4	1	0
Zm00001d012217	1	0	0
Zm00001d012219	57	43	2
Zm00001d012220	1	0	0
Zm00001d012221	2	0	0
Zm00001d012223	90	14	2
Zm00001d012224	137	89	2
Zm00001d012226	4	4	0
Zm00001d012228	99	118	0
Zm00001d012229	3	0	0
Zm00001d012231	1697	162	5
Zm00001d012232	232	274	3
Zm00001d012233	163	183	3
Zm00001d012237	0	29	0
Zm00001d012238	14	40	0
Zm00001d012239	2	8	0
Zm00001d012240	10	23	1
Zm00001d012241	20	27	0
Zm00001d012242	9	5	0
Zm00001d012243	22	5	0
Zm00001d012244	110	148	1
Zm00001d012245	0	31	1
Zm00001d012246	0	1	0
Zm00001d012247	267	265	1
Zm00001d012251	0	1	0
Zm00001d012254	1	9	1
Zm00001d012255	7	0	0
Zm00001d012257	4	23	0
Zm00001d012258	0	1	1
Zm00001d012260	165	210	6
Zm00001d012261	1	0	0
Zm00001d012263	9	11	0
Zm00001d012265	61	31	0
Zm00001d012267	116	112	0
Zm00001d012274	9	16	1
Zm00001d012275	73	58	1
Zm00001d012276	23	9	0
Zm00001d012277	298	268	1
Zm00001d012279	4	0	0
Zm00001d012283	0	1	0
Zm00001d012287	4864	4908	72
Zm00001d012289	40	114	4
Zm00001d012290	0	2	0
Zm00001d012291	0	3	0
Zm00001d012292	7	1	0
Zm00001d012293	2	0	1
Zm00001d012294	1	1	0
Zm00001d012304	2	1	0
Zm00001d012306	56	53	0
Zm00001d012307	37	161	1
Zm00001d012312	94	171	3
Zm00001d012313	1153	17	9
Zm00001d012314	53	89	1
Zm00001d012315	23	29	1
Zm00001d012321	3	0	0
Zm00001d012322	2	15	0
Zm00001d012323	47	0	0
Zm00001d012325	141	432	11
Zm00001d012327	84	35	0
Zm00001d012328	3	0	0
Zm00001d012329	329	182	3
Zm00001d012333	1	1	0
Zm00001d012335	20	2	0
Zm00001d012336	207	217	9
Zm00001d012337	108	114	1
Zm00001d012338	21	13	0
Zm00001d012339	1162	950	23
Zm00001d012340	13	7	0
Zm00001d012349	85	113	1
Zm00001d012353	253	566	4
Zm00001d012357	0	1	0
Zm00001d012359	0	1	0
Zm00001d012361	57	15	1
Zm00001d012362	459	471	17
Zm00001d012378	157	101	0
Zm00001d012379	40	53	4
Zm00001d012380	97	77	1
Zm00001d012387	9	0	0
Zm00001d012391	3	2	0
Zm00001d012392	1	0	0
Zm00001d012393	108	36	1
Zm00001d012394	751	426	14
Zm00001d012395	576	387	14
Zm00001d012396	46	26	0
Zm00001d012398	638	481	5
Zm00001d012400	5	5	0
Zm00001d012401	39	76	2
Zm00001d012402	1	7	0
Zm00001d012407	6	8	0
Zm00001d012409	0	1	0
Zm00001d012413	2	0	1
Zm00001d012417	3	0	0
Zm00001d012419	1	0	0
Zm00001d012420	41	169	0
Zm00001d012421	168	440	9
Zm00001d012422	0	1	0
Zm00001d012423	72	22	4
Zm00001d012425	132	99	5
Zm00001d012426	1	1	0
Zm00001d012428	761	702	8
Zm00001d012432	1	0	0
Zm00001d012433	10	12	1
Zm00001d012437	21	19	1
Zm00001d012438	20	32	1
Zm00001d012441	4	0	0
Zm00001d012444	1	1	0
Zm00001d012446	74	47	0
Zm00001d012448	20	20	0
Zm00001d012450	1	2	0
Zm00001d012451	115	73	1
Zm00001d012452	1	2	0
Zm00001d012456	2	2	0
Zm00001d012457	19	10	0
Zm00001d012458	139	131	3
Zm00001d012459	21	60	0
Zm00001d012460	315	208	4
Zm00001d012463	7	3	0
Zm00001d012464	201	246	4
Zm00001d012465	515	499	6
Zm00001d012467	1	0	0
Zm00001d012469	167	179	1
Zm00001d012471	1	1	2
Zm00001d012472	3	13	0
Zm00001d012477	6	7	0
Zm00001d012478	0	1	0
Zm00001d012479	149	0	0
Zm00001d012480	45	14	2
Zm00001d012482	0	1	0
Zm00001d012484	20	10	1
Zm00001d012485	3	2	0
Zm00001d012486	0	6	0
Zm00001d012488	127	122	2
Zm00001d012494	2	0	0
Zm00001d012498	1	0	0
Zm00001d012499	8	9	0
Zm00001d012500	1	0	0
Zm00001d012501	159	65	2
Zm00001d012503	96	146	3
Zm00001d012504	44	19	2
Zm00001d012510	8	11	1
Zm00001d012511	225	235	3
Zm00001d012512	7	2	0
Zm00001d012513	839	347	1
Zm00001d012514	4	5	0
Zm00001d012515	121	120	5
Zm00001d012516	2	0	0
Zm00001d012518	446	95	1
Zm00001d012520	0	3	0
Zm00001d012522	6	12	0
Zm00001d012527	20	83	6
Zm00001d012528	3	1	0
Zm00001d012529	73	83	4
Zm00001d012532	1265	189	9
Zm00001d012535	1	2	0
Zm00001d012538	0	2	0
Zm00001d012539	336	180	4
Zm00001d012543	12	1	0
Zm00001d012544	70	20	0
Zm00001d012553	3	0	0
Zm00001d012556	3	3	0
Zm00001d012557	1290	598	22
Zm00001d012559	1972	778	18
Zm00001d012560	1	0	0
Zm00001d012561	58	70	3
Zm00001d012562	4	3	0
Zm00001d012564	538	428	9
Zm00001d012566	1	0	0
Zm00001d012567	2	0	0
Zm00001d012568	1	2	0
Zm00001d012569	0	1	0
Zm00001d012571	5	4	0
Zm00001d012573	1	2	1
Zm00001d012574	9	0	0
Zm00001d012575	0	1	0
Zm00001d012576	13	2	0
Zm00001d012578	1	0	0
Zm00001d012581	1	0	0
Zm00001d012584	1	0	0
Zm00001d012585	103	91	2
Zm00001d012590	226	450	8
Zm00001d012591	12	27	0
Zm00001d012593	0	14	0
Zm00001d012594	0	2	0
Zm00001d012596	137	91	3
Zm00001d012597	872	768	12
Zm00001d012598	44	80	1
Zm00001d012600	45	0	1
Zm00001d012601	19	16	0
Zm00001d012602	0	1	0
Zm00001d012603	5	4	0
Zm00001d012605	33	3	0
Zm00001d012609	5	9	0
Zm00001d012634	4	4	0
Zm00001d012635	1325	835	22
Zm00001d012636	0	4	0
Zm00001d012640	584	451	5
Zm00001d012641	5	4	0
Zm00001d012643	131	128	1
Zm00001d012644	4	7	0
Zm00001d012652	516	519	5
Zm00001d012653	5	4	0
Zm00001d012654	109	110	3
Zm00001d012655	49	6	0
Zm00001d012656	68	48	1
Zm00001d012659	240	141	1
Zm00001d012660	297	324	3
Zm00001d012661	115	121	2
Zm00001d012662	15	53	1
Zm00001d012664	19	16	1
Zm00001d012665	53	62	1
Zm00001d012666	3	3	0
Zm00001d012667	99	71	0
Zm00001d012670	2	2	0
Zm00001d012671	0	3	0
Zm00001d012672	603	178	3
Zm00001d012673	758	550	7
Zm00001d012674	58	37	0
Zm00001d012675	874	1112	10
Zm00001d012677	57	45	1
Zm00001d012679	73	87	0
Zm00001d012681	97	73	0
Zm00001d012684	2	11	0
Zm00001d012685	14	36	1
Zm00001d012686	288	238	2
Zm00001d012687	11	718	11
Zm00001d012688	20	20	0
Zm00001d012689	4403	2623	82
Zm00001d012690	92	98	4
Zm00001d012693	1	2	0
Zm00001d012700	1	12	0
Zm00001d012701	653	412	7
Zm00001d012702	3	5	0
Zm00001d012707	121	255	3
Zm00001d012708	595	278	12
Zm00001d012709	5	5	0
Zm00001d012710	4	10	0
Zm00001d012711	0	51	2
Zm00001d012717	1	0	0
Zm00001d012719	0	1	0
Zm00001d012720	67	30	1
Zm00001d012725	96	7	0
Zm00001d012728	331	319	5
Zm00001d012729	8	9	0
Zm00001d012731	329	79	1
Zm00001d012732	10	8	0
Zm00001d012734	153	168	2
Zm00001d012735	7	4	0
Zm00001d012743	49	0	0
Zm00001d012745	23	0	0
Zm00001d012746	76	129	3
Zm00001d012747	41	44	1
Zm00001d012748	1622	1491	33
Zm00001d012749	61	51	0
Zm00001d012751	49	10	0
Zm00001d012755	75	65	0
Zm00001d012757	7	152	5
Zm00001d012760	15	8	0
Zm00001d012761	20	14	0
Zm00001d012763	1	1	0
Zm00001d012764	1	1	0
Zm00001d012765	154	80	1
Zm00001d012768	15	2	0
Zm00001d012770	108	98	0
Zm00001d012771	1	0	0
Zm00001d012774	2	0	0
Zm00001d012776	115	97	1
Zm00001d012780	0	4	0
Zm00001d012781	1	2	0
Zm00001d012794	13	0	0
Zm00001d012797	263	19	6
Zm00001d012800	7	1	0
Zm00001d012803	1	0	0
Zm00001d012806	42	42	1
Zm00001d012809	17	23	0
Zm00001d012810	1859	2037	21
Zm00001d012811	108	166	0
Zm00001d012812	80	50	0
Zm00001d012813	3	3	0
Zm00001d012814	27	13	0
Zm00001d012815	53	43	0
Zm00001d012816	123	102	2
Zm00001d012817	185	168	3
Zm00001d012818	0	1	0
Zm00001d012819	3	80	1
Zm00001d012820	99	84	0
Zm00001d012821	521	279	3
Zm00001d012822	104	56	0
Zm00001d012823	47	50	0
Zm00001d012824	15	33	0
Zm00001d012825	69	58	0
Zm00001d012826	72	41	2
Zm00001d012827	42	62	0
Zm00001d012830	249	47	2
Zm00001d012831	1	0	0
Zm00001d012832	11	3	0
Zm00001d012833	18	11	1
Zm00001d012834	65	26	2
Zm00001d012836	2	1	0
Zm00001d012837	1	2	0
Zm00001d012838	88	87	1
Zm00001d012839	90	85	2
Zm00001d012840	9	5	0
Zm00001d012841	1	0	0
Zm00001d012844	674	490	12
Zm00001d012845	94	321	14
Zm00001d012846	20	16	1
Zm00001d012847	128	143	0
Zm00001d012849	73	4	0
Zm00001d012850	3	5	0
Zm00001d012851	44	46	0
Zm00001d012852	99	74	0
Zm00001d012853	1	4	0
Zm00001d012854	90	110	2
Zm00001d012855	23	36	0
Zm00001d012856	164	222	2
Zm00001d012857	156	60	0
Zm00001d012858	31	20	0
Zm00001d012861	65	622	7
Zm00001d012862	14	24	0
Zm00001d012863	290	286	0
Zm00001d012865	651	563	7
Zm00001d012866	72	76	3
Zm00001d012867	116	30	0
Zm00001d012868	2012	923	27
Zm00001d012869	46	22	0
Zm00001d012875	0	2	0
Zm00001d012878	158	178	1
Zm00001d012880	33	36	0
Zm00001d012881	157	162	5
Zm00001d012882	45	69	3
Zm00001d012883	39	20	0
Zm00001d012884	220	348	8
Zm00001d012885	146	1	0
Zm00001d012886	36	140	10
Zm00001d012887	2	0	0
Zm00001d012890	3	15	0
Zm00001d012893	22	9	0
Zm00001d012895	28	16	0
Zm00001d012896	132	138	1
Zm00001d012898	49	137	2
Zm00001d012899	0	1	0
Zm00001d012900	36	32	0
Zm00001d012909	11	4	0
Zm00001d012910	2	0	0
Zm00001d012911	192	144	3
Zm00001d012912	9	0	0
Zm00001d012913	249	255	13
Zm00001d012915	10	18	1
Zm00001d012916	213	114	5
Zm00001d012917	51	9	0
Zm00001d012918	0	1	0
Zm00001d012920	0	2	0
Zm00001d012921	73	70	0
Zm00001d012922	239	420	10
Zm00001d012923	712	564	17
Zm00001d012924	147	254	3
Zm00001d012925	0	1	0
Zm00001d012929	51	50	0
Zm00001d012931	1	0	0
Zm00001d012932	314	309	1
Zm00001d012933	19	20	0
Zm00001d012934	205	187	4
Zm00001d012935	2	3	0
Zm00001d012936	50	20	0
Zm00001d012937	76	16	3
Zm00001d012938	344	872	19
Zm00001d012939	2	2	0
Zm00001d012953	76	78	0
Zm00001d012954	8	2	0
Zm00001d012955	95	56	0
Zm00001d012958	11	6	0
Zm00001d012962	22	44	2
Zm00001d012963	57	55	3
Zm00001d012964	100	80	2
Zm00001d012965	25	9	0
Zm00001d012966	522	802	30
Zm00001d012969	71	71	1
Zm00001d012970	66	40	1
Zm00001d012972	468	12	0
Zm00001d012973	187	88	3
Zm00001d012975	0	1	0
Zm00001d012978	22	9	1
Zm00001d012979	94	242	4
Zm00001d012980	89	307	2
Zm00001d012981	94	324	2
Zm00001d012982	715	239	7
Zm00001d012984	60	59	1
Zm00001d012988	282	196	3
Zm00001d012991	51	29	1
Zm00001d012992	49	35	1
Zm00001d012993	69	64	1
Zm00001d012994	2	1	0
Zm00001d012995	19	0	0
Zm00001d012996	101	140	3
Zm00001d012998	657	983	24
Zm00001d013003	4	4	1
Zm00001d013004	1	0	0
Zm00001d013005	485	334	8
Zm00001d013006	19	29	0
Zm00001d013007	4279	3747	75
Zm00001d013008	107	154	3
Zm00001d013009	134	72	1
Zm00001d013010	67	66	4
Zm00001d013012	225	187	6
Zm00001d013013	394	551	2
Zm00001d013014	498	301	9
Zm00001d013015	478	276	8
Zm00001d013019	52	45	0
Zm00001d013020	2	0	0
Zm00001d013021	2	2	0
Zm00001d013022	52	54	1
Zm00001d013023	788	411	13
Zm00001d013025	79	38	1
Zm00001d013026	229	310	12
Zm00001d013027	492	467	14
Zm00001d013028	7	10	0
Zm00001d013029	18	6	0
Zm00001d013030	87	31	0
Zm00001d013031	217	116	3
Zm00001d013033	8719	9925	242
Zm00001d013034	222	143	2
Zm00001d013035	2	16	0
Zm00001d013037	0	2	0
Zm00001d013038	0	5	0
Zm00001d013039	2384	1536	31
Zm00001d013040	334	1176	39
Zm00001d013041	290	396	18
Zm00001d013042	9	23	0
Zm00001d013043	229	255	10
Zm00001d013045	6	0	0
Zm00001d013046	2	5	0
Zm00001d013048	56	159	7
Zm00001d013049	138	112	1
Zm00001d013050	0	5	0
Zm00001d013052	3	9	0
Zm00001d013053	0	1	0
Zm00001d013054	1	1	0
Zm00001d013055	6	59	2
Zm00001d013056	20	27	1
Zm00001d013057	5	8	1
Zm00001d013058	22	21	0
Zm00001d013059	333	333	7
Zm00001d013060	3	9	0
Zm00001d013061	184	90	4
Zm00001d013073	59	42	1
Zm00001d013074	309	345	11
Zm00001d013075	27	15	0
Zm00001d013076	12	15	1
Zm00001d013077	38	42	1
Zm00001d013078	86	226	2
Zm00001d013079	102	190	7
Zm00001d013080	5	26	1
Zm00001d013081	12	11	0
Zm00001d013082	7	2	0
Zm00001d013083	5	6	0
Zm00001d013086	207	194	5
Zm00001d013089	7	6	0
Zm00001d013090	1	1	0
Zm00001d013094	201	184	2
Zm00001d013095	26	24	0
Zm00001d013099	1	0	0
Zm00001d013108	3	2	0
Zm00001d013111	5	241	1
Zm00001d013113	10	2	0
Zm00001d013116	79	87	0
Zm00001d013118	69	36	3
Zm00001d013119	6	3	0
Zm00001d013120	2	2	0
Zm00001d013122	19	21	0
Zm00001d013125	7	22	0
Zm00001d013133	42	42	1
Zm00001d013135	633	1217	43
Zm00001d013141	8043	6972	65
Zm00001d013142	1	1	0
Zm00001d013143	3	0	0
Zm00001d013144	1	0	0
Zm00001d013146	34508	33444	639
Zm00001d013147	39	9	0
Zm00001d013150	1	8	0
Zm00001d013151	0	1	0
Zm00001d013153	2	0	2
Zm00001d013154	18	3	0
Zm00001d013156	365	321	3
Zm00001d013159	1554	1617	25
Zm00001d013162	8	8	0
Zm00001d013163	111	106	2
Zm00001d013164	1	0	0
Zm00001d013166	21	78	6
Zm00001d013168	2	2	0
Zm00001d013173	10	15	0
Zm00001d013175	0	1	0
Zm00001d013176	15	4	0
Zm00001d013179	3	6	0
Zm00001d013181	2	7	0
Zm00001d013182	19	23	0
Zm00001d013183	6	10	0
Zm00001d013184	1383	1440	21
Zm00001d013185	1	6	0
Zm00001d013186	7	5	1
Zm00001d013187	4	14	0
Zm00001d013188	8	1	0
Zm00001d013192	168	125	5
Zm00001d013193	0	2	0
Zm00001d013195	1077	638	34
Zm00001d013196	145	155	5
Zm00001d013199	0	3	0
Zm00001d013201	26	20	0
Zm00001d013202	403	98	11
Zm00001d013204	29	11	0
Zm00001d013208	10	3	0
Zm00001d013209	5	2	0
Zm00001d013211	172	120	3
Zm00001d013212	165	109	1
Zm00001d013219	1	0	0
Zm00001d013222	1	0	0
Zm00001d013223	0	5	0
Zm00001d013230	21	16	0
Zm00001d013231	3	2	0
Zm00001d013232	1	0	0
Zm00001d013239	12	10	0
Zm00001d013240	206	125	4
Zm00001d013241	475	296	12
Zm00001d013242	97	134	7
Zm00001d013243	604	426	8
Zm00001d013245	37	56	3
Zm00001d013247	40	23	0
Zm00001d013249	64	80	0
Zm00001d013250	2	0	0
Zm00001d013251	76	61	2
Zm00001d013252	198	187	5
Zm00001d013253	146	78	3
Zm00001d013254	312	306	6
Zm00001d013256	127	126	1
Zm00001d013257	91	48	1
Zm00001d013259	0	1	0
Zm00001d013260	1	0	0
Zm00001d013261	4718	1047	30
Zm00001d013262	66	99	0
Zm00001d013264	21	18	1
Zm00001d013265	175	149	7
Zm00001d013267	18	20	0
Zm00001d013268	1	1	0
Zm00001d013271	109	74	1
Zm00001d013272	48	42	5
Zm00001d013273	25	29	1
Zm00001d013274	272	298	7
Zm00001d013275	0	0	1
Zm00001d013276	159	156	3
Zm00001d013277	72	243	4
Zm00001d013278	36	63	3
Zm00001d013283	26	22	1
Zm00001d013287	893	677	13
Zm00001d013289	1	38	0
Zm00001d013290	132	320	1
Zm00001d013294	2	23	0
Zm00001d013295	62	94	1
Zm00001d013296	238	157	0
Zm00001d013298	5	5	5
Zm00001d013300	265	242	10
Zm00001d013301	124	46	2
Zm00001d013302	118	38	1
Zm00001d013304	1	0	0
Zm00001d013306	36	39	0
Zm00001d013307	18	17	1
Zm00001d013309	122	49	0
Zm00001d013310	9	18	0
Zm00001d013314	0	1	0
Zm00001d013332	41	23	3
Zm00001d013333	2	0	0
Zm00001d013334	23	29	0
Zm00001d013335	8	9	0
Zm00001d013336	98	135	1
Zm00001d013339	56	23	1
Zm00001d013342	3	1	0
Zm00001d013343	12	0	0
Zm00001d013344	9	21	0
Zm00001d013346	24	96	7
Zm00001d013348	1441	1748	42
Zm00001d013357	1	0	0
Zm00001d013358	49	70	1
Zm00001d013359	0	9	0
Zm00001d013361	12	9	0
Zm00001d013362	57	71	1
Zm00001d013364	367	131	2
Zm00001d013367	561	138	5
Zm00001d013370	0	1	0
Zm00001d013377	1	18	1
Zm00001d013378	0	1	0
Zm00001d013380	2	0	0
Zm00001d013384	1	1	1
Zm00001d013389	107	87	1
Zm00001d013390	29	14	1
Zm00001d013391	202	342	3
Zm00001d013392	35	27	1
Zm00001d013393	37	2	0
Zm00001d013397	98	90	3
Zm00001d013398	49	43	0
Zm00001d013399	31	35	1
Zm00001d013402	11	2	0
Zm00001d013405	88	80	1
Zm00001d013406	437	158	2
Zm00001d013407	27	16	0
Zm00001d013410	27	39	0
Zm00001d013415	373	278	6
Zm00001d013416	0	0	1
Zm00001d013417	9	9	0
Zm00001d013418	13	3	2
Zm00001d013419	30	14	1
Zm00001d013420	31	30	1
Zm00001d013421	61	37	2
Zm00001d013422	0	2	0
Zm00001d013424	276	397	10
Zm00001d013425	94	104	2
Zm00001d013426	23	24	0
Zm00001d013427	55	37	1
Zm00001d013428	2927	3703	32
Zm00001d013430	7	8	0
Zm00001d013431	148	99	2
Zm00001d013432	79	34	0
Zm00001d013433	29	5	0
Zm00001d013434	30	6	0
Zm00001d013435	252	38	3
Zm00001d013439	74	12	0
Zm00001d013440	12	10	0
Zm00001d013441	26	19	0
Zm00001d013442	27	29	1
Zm00001d013443	88	97	0
Zm00001d013444	105	86	0
Zm00001d013445	8	14	0
Zm00001d013446	509	365	8
Zm00001d013447	1	1	0
Zm00001d013448	0	1	0
Zm00001d013449	0	3	0
Zm00001d013451	7	2	0
Zm00001d013452	145	193	3
Zm00001d013453	42	28	1
Zm00001d013455	2737	520	19
Zm00001d013456	827	1112	38
Zm00001d013459	19	1	0
Zm00001d013461	2	1	0
Zm00001d013463	0	3	0
Zm00001d013465	180	85	2
Zm00001d013466	178	142	4
Zm00001d013468	45	13	0
Zm00001d013470	7	16	0
Zm00001d013471	5	13	0
Zm00001d013481	9	5	0
Zm00001d013485	314	140	2
Zm00001d013486	39	79	1
Zm00001d013487	19	0	0
Zm00001d013488	1	0	0
Zm00001d013489	14	175	2
Zm00001d013492	3	2	0
Zm00001d013493	23	115	2
Zm00001d013494	0	2	0
Zm00001d013496	43	41	0
Zm00001d013497	3	6	0
